,fold,fam,id
1800,16s,srp,srp_Fran.spec._CP000249
1801,16s,srp,srp_Fran.tula._AM286280
1802,16s,srp,srp_Fran.tula._CP000608
1803,16s,srp,srp_Geob.kaus._BA000043
1804,16s,srp,srp_Geob.sulf._AE017180
1805,16s,srp,srp_Geob.ther._CP000557
1806,16s,srp,srp_Giar.lamb._GSP-184922
1807,16s,srp,srp_Gibb.zeae._GSP-229533
1808,16s,srp,srp_Gloe.viol._BA000045
1809,16s,srp,srp_Gluc.oxyd._CP000009
1810,16s,srp,srp_Haem.ducr._AE017143
1811,16s,srp,srp_Haem.ducr._AE017154
1812,16s,srp,srp_Haem.infl._BD426631
1813,16s,srp,srp_Haem.infl._CP000671
1814,16s,srp,srp_Haem.infl._U32795
1815,16s,srp,srp_Hahe.chej._CP000155
1816,16s,srp,srp_Halo.halo._CP000544
1817,16s,srp,srp_Halo.volc._AF395888
1818,16s,srp,srp_Heli.exil._EE659686
1819,16s,srp,srp_Heli.hepa._AE017149
1820,16s,srp,srp_Heli.pylo._AE000511
1821,16s,srp,srp_Heli.pylo._AE000524
1822,16s,srp,srp_Heli.pylo._AE001439
1823,16s,srp,srp_Heli.pylo._AE001441
1824,16s,srp,srp_Heli.pylo._BD010626
1825,16s,srp,srp_Homo.sapi._AB061847
1826,16s,srp,srp_Homo.sapi._BE083383
1827,16s,srp,srp_Homo.sapi._BF875598
1828,16s,srp,srp_Homo.sapi._BF909425
1829,16s,srp,srp_Homo.sapi._BF909438
1830,16s,srp,srp_Homo.sapi._BF909563
1831,16s,srp,srp_Homo.sapi._BU566906
1832,16s,srp,srp_Homo.sapi._NR_002715
1833,16s,srp,srp_Homo.sapi._X02067
1834,16s,srp,srp_Humu.japo._X65990
1835,16s,srp,srp_Humu.lupu._AJ236703
1836,16s,srp,srp_Humu.lupu._X65983
1837,16s,srp,srp_Humu.lupu._X65985
1838,16s,srp,srp_Hype.buty._CP000493
1839,16s,srp,srp_Hypo.jeco._GSP-334564-2
1840,16s,srp,srp_Kine.radi._CP000750
1841,16s,srp,srp_Kluy.yarr._479647571
1842,16s,srp,srp_Lact.acid._CP000033
1843,16s,srp,srp_Lact.brev._CP000416
1844,16s,srp,srp_Lact.case._CP000423
1845,16s,srp,srp_Lact.john._AE017201
1846,16s,srp,srp_Lact.john._AX926712
1847,16s,srp,srp_Lact.lact._AE006305
1848,16s,srp,srp_Lact.lact._AM406671
1849,16s,srp,srp_Lact.lact._CP000425
1850,16s,srp,srp_Legi.pneu._AE017354
1851,16s,srp,srp_Legi.pneu._CP000675
1852,16s,srp,srp_Legi.pneu._CR628337
1853,16s,srp,srp_Leis.aeth._AY722731
1854,16s,srp,srp_Leis.braz._AM494942
1855,16s,srp,srp_Leis.braz._AY722725
1856,16s,srp,srp_Leis.braz._AY781791
1857,16s,srp,srp_Leis.braz._SDB-87235
1858,16s,srp,srp_Leis.dono._AY781793
1859,16s,srp,srp_Leis.infa._SDB-5671
1860,16s,srp,srp_Leis.trop._AY722722
1861,16s,srp,srp_Leis.trop._AY722723
1862,16s,srp,srp_Leis.trop._AY781789
1863,16s,srp,srp_List.inno._AL596173
1864,16s,srp,srp_List.mono._AE017331
1865,16s,srp,srp_List.wels._AM263198
1866,16s,srp,srp_Lodd.elon._GSP-379508
1867,16s,srp,srp_Lotu.japo._BW598799
1868,16s,srp,srp_Lyco.escu._Z29101
1869,16s,srp,srp_Lyco.escu._Z29106
1870,16s,srp,srp_Lyco.escu._Z29260
1871,16s,srp,srp_Lyco.escu._Z46746
1872,16s,srp,srp_Mann.succ._AE016827
1873,16s,srp,srp_Mari.aqua._CP000514
1874,16s,srp,srp_Medi.trun._AC136507
1875,16s,srp,srp_Medi.trun._AC136507-1
1876,16s,srp,srp_Medi.trun._AC146941
1877,16s,srp,srp_Medi.trun._AJ846712
1878,16s,srp,srp_Medi.trun._BE941271
1879,16s,srp,srp_Medi.trun._CT485797
1880,16s,srp,srp_Medi.trun._CX540689
1881,16s,srp,srp_Meth.bark._CP000099
1882,16s,srp,srp_Meth.caps._AE017282
1883,16s,srp,srp_Meth.ferv._M32222
1884,16s,srp,srp_Meth.flag._CP000284
1885,16s,srp,srp_Meth.kand._AE010387
1886,16s,srp,srp_Meth.mari._CP000745
1887,16s,srp,srp_Meth.ther._AE000666
1888,16s,srp,srp_Meth.ther._X15364
1889,16s,srp,srp_Meth.vann._CP000742
1890,16s,srp,srp_Meth.volt._M22560
1891,16s,srp,srp_Micr.lyso._M31831
1892,16s,srp,srp_Mono.dome._GSP-13616
1893,16s,srp,srp_Moor.ther._CP000232
1894,16s,srp,srp_Myco.aviu._AE016958
1895,16s,srp,srp_Myco.gall._AE016968
1896,16s,srp,srp_Myco.geni._BD439871
1897,16s,srp,srp_Myco.hyop._AE017244
1898,16s,srp,srp_Myco.mobi._AE017308
1899,16s,srp,srp_Myco.myco._BX293980
1900,16s,srp,srp_Myco.myco._BX842642
1901,16s,srp,srp_Myco.myco._X53678
1902,16s,srp,srp_Myco.spec._CP000518
1903,16s,srp,srp_Myco.spec._CP000580
1904,16s,srp,srp_Myco.vanb._CP000511
1905,16s,srp,srp_Nect.haem._GSP-71109
1906,16s,srp,srp_Neis.gono._DD110233
1907,16s,srp,srp_Neis.meni._AL157959
1908,16s,srp,srp_Neis.meni._AM421808
1909,16s,srp,srp_Neis.meni._DD001104
1910,16s,srp,srp_Neos.fisc._GSP-331117
1911,16s,srp,srp_Neph.oliv._AF137379
1912,16s,srp,srp_Nitr.hamb._CP000319
1913,16s,srp,srp_Nitr.mult._CP000103
1914,16s,srp,srp_Nitr.wino._CP000115
1915,16s,srp,srp_Novo.arom._CP000248
1916,16s,srp,srp_Ocea.ihey._BA000028
1917,16s,srp,srp_Onch.volv._AI249203
1918,16s,srp,srp_Oryz.sati._AC079888
1919,16s,srp,srp_Oryz.sati._AP003253
1920,16s,srp,srp_Oryz.sati._AP003333
1921,16s,srp,srp_Oryz.sati._AP008207
1922,16s,srp,srp_Oxyt.trif._GSP-99928
1923,16s,srp,srp_Para.bras._CN240152
1924,16s,srp,srp_Para.bras._CN240538
1925,16s,srp,srp_Para.bras._CN241137
1926,16s,srp,srp_Para.bras._EH655308
1927,16s,srp,srp_Para.bras._GSP-121759
1928,16s,srp,srp_Para.deni._CP000489
1929,16s,srp,srp_Perk.mari._GSP-31276
1930,16s,srp,srp_Pers.amer._X65992
1931,16s,srp,srp_Phak.pach._GSP-170000-1
1932,16s,srp,srp_Phot.lumi._BX571872
1933,16s,srp,srp_Phot.prof._CR378666
1934,16s,srp,srp_Phyt.infe._CV919934
1935,16s,srp,srp_Phyt.ramo._GSP-164328
1936,16s,srp,srp_Picr.torr._AE017261
1937,16s,srp,srp_Plas.berg._DC223613
1938,16s,srp,srp_Plas.chab._GSP-31271
1939,16s,srp,srp_Plas.reic._GSP-5854
1940,16s,srp,srp_Plas.viva._GSP-31273
1941,16s,srp,srp_Plas.yoel._GSP-352914
1942,16s,srp,srp_Popu.bals._GSP-73824
1943,16s,srp,srp_Popu.trem._BU866844
1944,16s,srp,srp_Porp.purp._U38804
1945,16s,srp,srp_Porp.yezo._AP006715
1946,16s,srp,srp_Pris.paci._GSP-54126
1947,16s,srp,srp_Proc.mari._AE017126
1948,16s,srp,srp_Proc.mari._AJ237851
1949,16s,srp,srp_Proc.mari._CP000111
1950,16s,srp,srp_Proc.mari._CP000551
1951,16s,srp,srp_Proc.mari._CP000552
1952,16s,srp,srp_Proc.mari._CP000554
1953,16s,srp,srp_Pseu.aeru._AE004091
1954,16s,srp,srp_Pseu.aeru._AE004581
1955,16s,srp,srp_Pseu.aeru._CP000438
1956,16s,srp,srp_Pseu.aeru._CP000744
1957,16s,srp,srp_Pseu.aeru._X12644
1958,16s,srp,srp_Pseu.fluo._CP000076
1959,16s,srp,srp_Pseu.fluo._CP000094
1960,16s,srp,srp_Pseu.puti._CP000712
1961,16s,srp,srp_Pseu.syri._AE016853
1962,16s,srp,srp_Pseu.syri._CP000058
1963,16s,srp,srp_Pseu.syri._CP000075
1964,16s,srp,srp_Psyc.arct._CP000082
1965,16s,srp,srp_Pyro.aero._AE009852
1966,16s,srp,srp_Pyro.cali._CP000561
1967,16s,srp,srp_Pyro.hori._BA000001
1968,16s,srp,srp_Rals.eutr._CP000090
1969,16s,srp,srp_Rals.sola._AL646052
1970,16s,srp,srp_Rhiz.etli._CP000133
1971,16s,srp,srp_Rhod.balt._BX294144
1972,16s,srp,srp_Rhod.spha._CP000143
1973,16s,srp,srp_Rhod.spha._CP000577
1974,16s,srp,srp_Rhod.spha._CP000661
1975,16s,srp,srp_Sacc.cere._U18917
1976,16s,srp,srp_Sacc.eryt._AM420293
1977,16s,srp,srp_Salm.ente._CP000026
1978,16s,srp,srp_Salm.typh._AE008717
1979,16s,srp,srp_Schi.mans._GSP-6183
1980,16s,srp,srp_Schi.pomb._AU010514
1981,16s,srp,srp_Schi.pomb._M20264
1982,16s,srp,srp_Schi.pomb._X15220
1983,16s,srp,srp_Shew.balt._CP000563
1984,16s,srp,srp_Shew.balt._CP000753
1985,16s,srp,srp_Shew.loih._CP000606
1986,16s,srp,srp_Shew.putr._CP000681
1987,16s,srp,srp_Shew.spec._CP000444
1988,16s,srp,srp_Shig.flex._AE014073
1989,16s,srp,srp_Sili.spec._CP000377
1990,16s,srp,srp_Sino.medi._CP000738
1991,16s,srp,srp_Sino.meli._AL591782
1992,16s,srp,srp_Sorg.bico._BE594178
1993,16s,srp,srp_Sphi.alas._CP000356
1994,16s,srp,srp_Spra.loph._GSP-51541
1995,16s,srp,srp_Stap.aure._AF368293
1996,16s,srp,srp_Stap.aure._AP009351
1997,16s,srp,srp_Stap.aure._BA000033
1998,16s,srp,srp_Stap.aure._BX571857
1999,16s,srp,srp_Stap.aure._CP000253
2000,16s,srp,srp_Stap.aure._CP000255
2001,16s,srp,srp_Stap.epid._CP000029
2002,16s,srp,srp_Stap.haem._AP006716
2003,16s,srp,srp_Stap.sapr._AP008934
2004,16s,srp,srp_Stre.agal._AL766845
2005,16s,srp,srp_Stre.livi._AY081854
2006,16s,srp,srp_Stre.muta._AF132127
2007,16s,srp,srp_Stre.pneu._AE008386
2008,16s,srp,srp_Stre.pyog._AE006489
2009,16s,srp,srp_Stre.pyog._AE014139
2010,16s,srp,srp_Stre.pyog._AM295007
2011,16s,srp,srp_Stre.pyog._BA000034
2012,16s,srp,srp_Stre.pyog._CP000003
2013,16s,srp,srp_Stre.pyog._CP000261
2014,16s,srp,srp_Stre.sang._CP000387
2015,16s,srp,srp_Stre.suis._CP000407
2016,16s,srp,srp_Stre.suis._CP000408
2017,16s,srp,srp_Stre.ther._CP000024
2018,16s,srp,srp_Stro.purp._GSP-7668
2019,16s,srp,srp_Sulf.acid._CP000077
2020,16s,srp,srp_Sulf.solf._X17239
2021,16s,srp,srp_Symb.ther._AP006840
2022,16s,srp,srp_Synt.fuma._CP000478
2023,16s,srp,srp_Tetr.ther._X56981
2024,16s,srp,srp_Thal.pseu._EF067921
2025,16s,srp,srp_Ther.cele._X17240
2026,16s,srp,srp_Ther.fusc._CP000088
2027,16s,srp,srp_Ther.koda._AP006878
2028,16s,srp,srp_Ther.mari._AE000512
2029,16s,srp,srp_Ther.mela._CP000716
2030,16s,srp,srp_Ther.petr._CP000702
2031,16s,srp,srp_Ther.teng._AE012978
2032,16s,srp,srp_Toxo.gond._CO743022
2033,16s,srp,srp_Trep.dent._AE017226
2034,16s,srp,srp_Tric.eryt._CP000393
2035,16s,srp,srp_Tric.rees._GSP-334564-1
2036,16s,srp,srp_Tric.spir._GSP-6334
2037,16s,srp,srp_Trit.aest._BE424647
2038,16s,srp,srp_Trit.aest._BQ167677
2039,16s,srp,srp_Trit.aest._CA694528
2040,16s,srp,srp_Trit.aest._CJ679223
2041,16s,srp,srp_Trit.aest._X13915
2042,16s,srp,srp_Trop.whip._BX251412
2043,16s,srp,srp_Tryp.bruc._AC159431
2044,16s,srp,srp_Tryp.bruc._X57047
2045,16s,srp,srp_Tryp.cong._SDB-5692
2046,16s,srp,srp_Vibr.chol._AE003852
2047,16s,srp,srp_Vibr.chol._AE004188
2048,16s,srp,srp_Vibr.harv._CP000789
2049,16s,srp,srp_Vibr.vuln._BA000037
2050,16s,srp,srp_Wolb.endo._AE017321
2051,16s,srp,srp_Woli.succ._BX571662
2052,16s,srp,srp_Xant.camp._CP000050
2053,16s,srp,srp_Xyle.fast._AE003849
2054,16s,srp,srp_Xyle.fast._AE009442
2055,16s,srp,srp_Xyle.fast._AE012554
2056,16s,srp,srp_Yarr.lipo._CR382130
2057,16s,srp,srp_Yarr.lipo._M20837
2058,16s,srp,srp_Yers.pest._AJ414155
2059,16s,srp,srp_Yers.pest._AL590842
2060,16s,srp,srp_Yers.pseu._BX936398
2061,16s,srp,srp_Yers.pseu._CP000720
2062,16s,srp,srp_Zea.mays._CF919998
2063,16s,srp,srp_Zea.mays._CF974802
2064,16s,srp,srp_Zygo.roux._BN000170
2065,16s,srp,srp_Zymo.mobi._AF203881
2066,16s,tRNA,tRNA_tdbR00000001-Halobacterium_salinarum-2242-Ala-CGC
2067,16s,tRNA,tRNA_tdbR00000002-Haloferax_volcanii-2246-Ala-CGC
2068,16s,tRNA,tRNA_tdbR00000005-Mycoplasma_capricolum-2095-Ala-UGC
2069,16s,tRNA,tRNA_tdbR00000006-Mycoplasma_mycoides-2102-Ala-UGC
2070,16s,tRNA,tRNA_tdbR00000011-Neurospora_crassa-5141-Ala-UGC
2071,16s,tRNA,tRNA_tdbR00000012-Saccharomyces_cerevisiae-4932-Ala-IGC
2072,16s,tRNA,tRNA_tdbR00000013-Pichia_jadinii-4903-Ala-IGC
2073,16s,tRNA,tRNA_tdbR00000016-Homo_sapiens-9606-Ala-IGC
2074,16s,tRNA,tRNA_tdbR00000017-Homo_sapiens-9606-Ala-IGC
2075,16s,tRNA,tRNA_tdbR00000019-Mycoplasma_capricolum-2095-Cys-GCA
2076,16s,tRNA,tRNA_tdbR00000020-Escherichia_coli-562-Cys-GCA
2077,16s,tRNA,tRNA_tdbR00000022-Enterobacteria_phage_T5-10726-Asp-GUC
2078,16s,tRNA,tRNA_tdbR00000023-Haloferax_volcanii-2246-Asp-GUC
2079,16s,tRNA,tRNA_tdbR00000024-Mycoplasma_capricolum-2095-Asp-GUC
2080,16s,tRNA,tRNA_tdbR00000026-Escherichia_coli-562-Asp-QUC
2081,16s,tRNA,tRNA_tdbR00000027-Hordeum_vulgare-4513-Asp-GUC
2082,16s,tRNA,tRNA_tdbR00000028-Hordeum_vulgare-4513-Asp-QUC
2083,16s,tRNA,tRNA_tdbR00000029-Asterias_amurensis-7602-Asp-QUC
2084,16s,tRNA,tRNA_tdbR00000031-Rattus_norvegicus-10116-Asp-QUC
2085,16s,tRNA,tRNA_tdbR00000032-Rattus_norvegicus-10116-Asp-GUC
2086,16s,tRNA,tRNA_tdbR00000033-Didelphis_virginiana-9267-Asp-QUC
2087,16s,tRNA,tRNA_tdbR00000034-Mesocricetus_auratus-10036-Asp-GUC
2088,16s,tRNA,tRNA_tdbR00000035-Saccharomyces_cerevisiae-4932-Asp-GUC
2089,16s,tRNA,tRNA_tdbR00000037-Rattus_norvegicus-10116-Asp-GUC
2090,16s,tRNA,tRNA_tdbR00000038-Rattus_norvegicus-10116-Asp-8UC
2091,16s,tRNA,tRNA_tdbR00000039-Oryctolagus_cuniculus-9986-Asp-8UC
2092,16s,tRNA,tRNA_tdbR00000041-Xenopus_laevis-8355-Asp-8UC
2093,16s,tRNA,tRNA_tdbR00000044-Mycoplasma_capricolum-2095-Glu-UC
2094,16s,tRNA,tRNA_tdbR00000045-Escherichia_coli-562-Glu-SUC
2095,16s,tRNA,tRNA_tdbR00000046-Escherichia_coli-562-Glu-SUC
2096,16s,tRNA,tRNA_tdbR00000047-Escherichia_coli-562-Glu-SUC
2097,16s,tRNA,tRNA_tdbR00000048-Synechocystis_sp.-1143-Glu-NUC
2098,16s,tRNA,tRNA_tdbR00000049-Chlamydomonas_reinhardtii-3055-Glu-NUC
2099,16s,tRNA,tRNA_tdbR00000050-Hordeum_vulgare-4513-Glu-SPC
2100,16s,tRNA,tRNA_tdbR00000051-Triticum_aestivum-4565-Glu-SPC
2101,16s,tRNA,tRNA_tdbR00000053-Bos_taurus-9913-Glu-NUC
2102,16s,tRNA,tRNA_tdbR00000054-Saccharomyces_cerevisiae-4932-Glu-3UC
2103,16s,tRNA,tRNA_tdbR00000058-Lupinus_luteus-3873-Glu-CUC
2104,16s,tRNA,tRNA_tdbR00000059-Rattus_norvegicus-10116-Glu-3UC
2105,16s,tRNA,tRNA_tdbR00000060-Drosophila_melanogaster-7227-Glu-2UC
2106,16s,tRNA,tRNA_tdbR00000061-Mus_musculus-10090-Glu-CUC
2107,16s,tRNA,tRNA_tdbR00000062-Homo_sapiens-9606-Glu-CUC
2108,16s,tRNA,tRNA_tdbR00000063-Haloferax_volcanii-2246-Phe-GAA
2109,16s,tRNA,tRNA_tdbR00000064-Mycoplasma_capricolum-2095-Phe-GAA
2110,16s,tRNA,tRNA_tdbR00000065-Bacillus_subtilis-1423-Phe-AA
2111,16s,tRNA,tRNA_tdbR00000066-Thermus_thermophilus-274-Phe-GAA
2112,16s,tRNA,tRNA_tdbR00000068-Rhodospirillum_rubrum-1085-Phe-GAA
2113,16s,tRNA,tRNA_tdbR00000069-Synechococcus_sp._PCC_7002-32049-Phe-GAA
2114,16s,tRNA,tRNA_tdbR00000070-Geobacillus_stearothermophilus-1422-Phe-AA
2115,16s,tRNA,tRNA_tdbR00000072-Phaseolus_vulgaris-3885-Phe-GAA
2116,16s,tRNA,tRNA_tdbR00000073-Spinacia_oleracea-3562-Phe-GAA
2117,16s,tRNA,tRNA_tdbR00000074-Tetrahymena_pyriformis-5908-Phe-GAA
2118,16s,tRNA,tRNA_tdbR00000078-Ascaris_suum-6253-Phe-GAA
2119,16s,tRNA,tRNA_tdbR00000079-Rattus_norvegicus-10116-Phe-GAA
2120,16s,tRNA,tRNA_tdbR00000080-Bos_taurus-9913-Phe-GAA
2121,16s,tRNA,tRNA_tdbR00000082-Neurospora_crassa-5141-Phe-AA
2122,16s,tRNA,tRNA_tdbR00000084-Saccharomyces_cerevisiae-4932-Phe-AA
2123,16s,tRNA,tRNA_tdbR00000085-Schizosaccharomyces_pombe-4896-Phe-AA
2124,16s,tRNA,tRNA_tdbR00000086-Euglena_gracilis-3039-Phe-AA
2125,16s,tRNA,tRNA_tdbR00000088-Triticum_aestivum-4565-Phe-AA
2126,16s,tRNA,tRNA_tdbR00000089-Brassica_napus-3708-Phe-AA
2127,16s,tRNA,tRNA_tdbR00000092-Oryctolagus_cuniculus-9986-Phe-AA
2128,16s,tRNA,tRNA_tdbR00000093-Bombyx_mori-7091-Phe-AA
2129,16s,tRNA,tRNA_tdbR00000094-Bombyx_mori-7091-Phe-AA
2130,16s,tRNA,tRNA_tdbR00000095-Drosophila_melanogaster-7227-Phe-AA
2131,16s,tRNA,tRNA_tdbR00000096-Bos_taurus-9913-Phe-AA
2132,16s,tRNA,tRNA_tdbR00000097-Bos_taurus-9913-Phe-AA
2133,16s,tRNA,tRNA_tdbR00000100-Mus_musculus-10090-Phe-AA
2134,16s,tRNA,tRNA_tdbR00000102-Bos_taurus-9913-Phe-AA
2135,16s,tRNA,tRNA_tdbR00000103-Homo_sapiens-9606-Phe-AA
2136,16s,tRNA,tRNA_tdbR00000104-Enterobacteria_phage_T4-10665-Gly-NCC
2137,16s,tRNA,tRNA_tdbR00000105-Halobacterium_salinarum-2242-Gly-GCC
2138,16s,tRNA,tRNA_tdbR00000108-Haloferax_volcanii-2246-Gly-GCC
2139,16s,tRNA,tRNA_tdbR00000110-Methanobacterium_thermaggregans-83982-Gly-GCC
2140,16s,tRNA,tRNA_tdbR00000111-Mycoplasma_capricolum-2095-Gly-UCC
2141,16s,tRNA,tRNA_tdbR00000112-Mycoplasma_mycoides-2102-Gly-UCC
2142,16s,tRNA,tRNA_tdbR00000113-Streptomyces_coelicolor_A32-100226-Gly-CCC
2143,16s,tRNA,tRNA_tdbR00000114-Staphylococcus_epidermidis-1282-Gly-UCC
2144,16s,tRNA,tRNA_tdbR00000115-Staphylococcus_epidermidis-1282-Gly-UCC
2145,16s,tRNA,tRNA_tdbR00000117-Escherichia_coli-562-Gly-CCC
2146,16s,tRNA,tRNA_tdbR00000118-Escherichia_coli-562-Gly-GCC
2147,16s,tRNA,tRNA_tdbR00000119-Escherichia_coli-562-Gly-NCC
2148,16s,tRNA,tRNA_tdbR00000120-Salmonella_typhimurium-602-Gly-CCC
2149,16s,tRNA,tRNA_tdbR00000122-Codium_fragile-3133-Gly-UCC
2150,16s,tRNA,tRNA_tdbR00000124-Aedes_albopictus-7160-Gly-UCC
2151,16s,tRNA,tRNA_tdbR00000126-Halocynthia_roretzi-7729-Gly-NCU
2152,16s,tRNA,tRNA_tdbR00000127-Halocynthia_roretzi-7729-Gly-UCU
2153,16s,tRNA,tRNA_tdbR00000128-Halocynthia_roretzi-7729-Gly-GCU
2154,16s,tRNA,tRNA_tdbR00000129-Saccharomyces_cerevisiae-4932-Gly-GCC
2155,16s,tRNA,tRNA_tdbR00000131-Triticum_aestivum-4565-Gly-GCC
2156,16s,tRNA,tRNA_tdbR00000132-Lupinus_luteus-3873-Gly-GCC
2157,16s,tRNA,tRNA_tdbR00000133-Bombyx_mori-7091-Gly-GCC
2158,16s,tRNA,tRNA_tdbR00000134-Bombyx_mori-7091-Gly-CC
2159,16s,tRNA,tRNA_tdbR00000135-Homo_sapiens-9606-Gly-CCC
2160,16s,tRNA,tRNA_tdbR00000136-Homo_sapiens-9606-Gly-GCC
2161,16s,tRNA,tRNA_tdbR00000138-Haloferax_volcanii-2246-His-GUG
2162,16s,tRNA,tRNA_tdbR00000139-Mycoplasma_capricolum-2095-His-GUK
2163,16s,tRNA,tRNA_tdbR00000140-Escherichia_coli-562-His-QUG
2164,16s,tRNA,tRNA_tdbR00000141-Salmonella_typhimurium-602-His-QUG
2165,16s,tRNA,tRNA_tdbR00000142-Saccharomyces_cerevisiae-4932-His-GUG
2166,16s,tRNA,tRNA_tdbR00000143-Asterias_amurensis-7602-His-QUG
2167,16s,tRNA,tRNA_tdbR00000144-Saccharomyces_cerevisiae-4932-His-GUG
2168,16s,tRNA,tRNA_tdbR00000145-Saccharomyces_cerevisiae-4932-His-GUG
2169,16s,tRNA,tRNA_tdbR00000146-Lupinus_luteus-3873-His-GUG
2170,16s,tRNA,tRNA_tdbR00000147-Drosophila_melanogaster-7227-His-GUG
2171,16s,tRNA,tRNA_tdbR00000148-Ovis_aries-9940-His-QUG
2172,16s,tRNA,tRNA_tdbR00000149-Homo_sapiens-9606-His-GUG
2173,16s,tRNA,tRNA_tdbR00000152-Haloferax_volcanii-2246-Ile-NAU
2174,16s,tRNA,tRNA_tdbR00000155-Mycoplasma_mycoides-2102-Ile-GAU
2175,16s,tRNA,tRNA_tdbR00000158-Escherichia_coli-562-Ile-GAU
2176,16s,tRNA,tRNA_tdbR00000159-Escherichia_coli-562-Ile-GAU
2177,16s,tRNA,tRNA_tdbR00000161-Zea_mays-4577-Ile-GAU
2178,16s,tRNA,tRNA_tdbR00000162-Spinacia_oleracea-3562-Ile-GAU
2179,16s,tRNA,tRNA_tdbR00000164-Saccharomyces_cerevisiae-4932-Ile-GAU
2180,16s,tRNA,tRNA_tdbR00000165-Solanum_tuberosum-4113-Ile-AU
2181,16s,tRNA,tRNA_tdbR00000167-Aedes_albopictus-7160-Ile-GAU
2182,16s,tRNA,tRNA_tdbR00000168-Bos_taurus-9913-Ile-GAU
2183,16s,tRNA,tRNA_tdbR00000169-Homo_sapiens-9606-Ile-GAU
2184,16s,tRNA,tRNA_tdbR00000170-Saccharomyces_cerevisiae-4932-Ile-IAU
2185,16s,tRNA,tRNA_tdbR00000171-Pichia_jadinii-4903-Ile-IAU
2186,16s,tRNA,tRNA_tdbR00000172-Lupinus_luteus-3873-Ile-IAU
2187,16s,tRNA,tRNA_tdbR00000173-Bombyx_mori-7091-Ile-IAU
2188,16s,tRNA,tRNA_tdbR00000174-Mus_musculus-10090-Ile-IAU
2189,16s,tRNA,tRNA_tdbR00000176-Haloferax_volcanii-2246-Lys-MUU
2190,16s,tRNA,tRNA_tdbR00000178-Mycoplasma_capricolum-2095-Lys-UU
2191,16s,tRNA,tRNA_tdbR00000179-Bacillus_subtilis-1423-Lys-UU
2192,16s,tRNA,tRNA_tdbR00000181-Escherichia_coli-562-Lys-SUU
2193,16s,tRNA,tRNA_tdbR00000184-Asterias_amurensis-7602-Lys-CUU
2194,16s,tRNA,tRNA_tdbR00000190-Bos_taurus-9913-Lys-NUU
2195,16s,tRNA,tRNA_tdbR00000191-Mesocricetus_auratus-10036-Lys-NUU
2196,16s,tRNA,tRNA_tdbR00000192-Saccharomyces_cerevisiae-4932-Lys-CUU
2197,16s,tRNA,tRNA_tdbR00000193-Saccharomyces_cerevisiae-4932-Lys-UU
2198,16s,tRNA,tRNA_tdbR00000194-Triticum_aestivum-4565-Lys-CUU
2199,16s,tRNA,tRNA_tdbR00000197-Rattus_norvegicus-10116-Lys-3UU
2200,16s,tRNA,tRNA_tdbR00000198-Oryctolagus_cuniculus-9986-Lys-CUU
2201,16s,tRNA,tRNA_tdbR00000200-Oryctolagus_cuniculus-9986-Lys-3UU
2202,16s,tRNA,tRNA_tdbR00000202-Drosophila_melanogaster-7227-Lys-UU
2203,16s,tRNA,tRNA_tdbR00000203-Loligo_bleekeri-6617-Lys-NUU
2204,16s,tRNA,tRNA_tdbR00000204-Loligo_bleekeri-6617-Lys-CUU
2205,16s,tRNA,tRNA_tdbR00000209-Enterobacteria_phage_T4-10665-Leu-NAA
2206,16s,tRNA,tRNA_tdbR00000210-Enterobacteria_phage_T5-10726-Leu-UAG
2207,16s,tRNA,tRNA_tdbR00000211-Haloferax_volcanii-2246-Leu-CAA
2208,16s,tRNA,tRNA_tdbR00000212-Haloferax_volcanii-2246-Leu-CAG
2209,16s,tRNA,tRNA_tdbR00000213-Haloferax_volcanii-2246-Leu-GAG
2210,16s,tRNA,tRNA_tdbR00000214-Haloferax_volcanii-2246-Leu-UAA
2211,16s,tRNA,tRNA_tdbR00000216-Mycoplasma_capricolum-2095-Leu-BAA
2212,16s,tRNA,tRNA_tdbR00000218-Mycoplasma_capricolum-2095-Leu-UAG
2213,16s,tRNA,tRNA_tdbR00000219-Bacillus_subtilis-1423-Leu-CAG
2214,16s,tRNA,tRNA_tdbR00000220-Escherichia_coli-562-Leu-HAA
2215,16s,tRNA,tRNA_tdbR00000221-Escherichia_coli-562-Leu-CAG
2216,16s,tRNA,tRNA_tdbR00000222-Escherichia_coli-562-Leu-GAG
2217,16s,tRNA,tRNA_tdbR00000224-Rhodospirillum_rubrum-1085-Leu-CAA
2218,16s,tRNA,tRNA_tdbR00000227-Geobacillus_stearothermophilus-1422-Leu-BAA
2219,16s,tRNA,tRNA_tdbR00000228-Glycine_max-3847-Leu-BAA
2220,16s,tRNA,tRNA_tdbR00000229-Glycine_max-3847-Leu-JAA
2221,16s,tRNA,tRNA_tdbR00000230-Glycine_max-3847-Leu-UA7
2222,16s,tRNA,tRNA_tdbR00000232-Phaseolus_vulgaris-3885-Leu-NAA
2223,16s,tRNA,tRNA_tdbR00000234-Spinacia_oleracea-3562-Leu-UA7
2224,16s,tRNA,tRNA_tdbR00000235-Neurospora_crassa-5141-Leu-NAA
2225,16s,tRNA,tRNA_tdbR00000236-Neurospora_crassa-5141-Leu-UAG
2226,16s,tRNA,tRNA_tdbR00000237-Saccharomyces_cerevisiae-4932-Leu-AA
2227,16s,tRNA,tRNA_tdbR00000243-Rattus_norvegicus-10116-Leu-UAG
