run_name,arc_features,arc_encoder_blocks,arc_num_params,arc_latent_volume,arc_num_conv,arc_skip,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
pseudop_nc_1_n4_2_n8_2_skip1,"[4, 4, 4, 8, 8]",4,1301,64.0,1,1,0.092046902825435,0.14382843486964703,0.1143022608011961,0.7612279426263581,0.8694232303595626,0.8260192448707628,0.8496450689096515,0.7484645942289776,0.8030123298422279,0.0,0.0,0.0
pseudop_nc_1_n4_2_n8_2_skip0,"[4, 4, 4, 8, 8]",4,965,64.0,1,0,0.12412208964427313,0.15285120531916618,0.13523782417178154,0.7064257443275974,0.8121206195723383,0.7797072963848657,0.7776911710280673,0.6915231251916025,0.7438280343760248,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_2_skip1,"[4, 4, 8, 8]",3,1133,128.0,1,1,0.09188546737035115,0.15512128919363022,0.13698161393404007,0.7343051222509664,0.8692362151577403,0.779428298166021,0.8497140022793722,0.7256259061054331,0.7543334973671009,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_2_skip0,"[4, 4, 8, 8]",3,845,128.0,1,0,0.13233211288849514,0.18296803161501884,0.16176479682326317,0.6519338186129919,0.7776751237754843,0.6878910585397549,0.7492548899445857,0.6238710220592225,0.6631732081965822,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_2_skip1,"[4, 8, 8]",2,965,256.0,1,1,0.10072244554758072,0.14849680848419666,0.13623684272170067,0.7354512944552329,0.8645235459263001,0.7830603137276929,0.8415315392277044,0.7185637409807615,0.7529521049854115,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_2_skip0,"[4, 8, 8]",2,725,256.0,1,0,0.12295285910367966,0.162127785384655,0.1619034819304943,0.696662646213086,0.8166621321204953,0.737141945286238,0.7852884608430267,0.6843831228188567,0.7033612747274006,0.0,0.0,0.0
pseudop_baseline_nc1_skip1,"[4, 8, 16, 32, 64]",4,21005,512.0,1,1,0.035829458571970466,0.14864865504205227,0.10729669407010078,0.7707567007184412,0.955780076806606,0.8385812964336986,0.9495881446027679,0.7606444659108416,0.8167395980789086,0.0,0.0,0.0
pseudop_baseline_nc1_skip0,"[4, 8, 16, 32, 64]",4,16925,512.0,1,0,0.06549847101171812,0.1448265854269266,0.10305154509842396,0.7508484190227364,0.9019785083515374,0.8404446090932308,0.8829974450586214,0.7321030592196748,0.8099715874666376,0.0,0.0,0.0
pseudop_baseline_skip0,"[4, 8, 16, 32, 64]",4,37925,512.0,2,0,0.03742820421854655,0.14676654897630215,0.0943254865705967,0.7613372048479492,0.9503615552090797,0.8665009302801736,0.9433914590287512,0.7505531148854332,0.8476672929245761,0.0,0.0,0.0
pseudop_baseline_skip1,"[4, 8, 16, 32, 64]",4,42005,512.0,2,1,0.029704087724288303,0.13284624367952347,0.11900587007403374,0.7886442280825872,0.9623897067289341,0.8213332778386533,0.9575150798385021,0.7884864323304372,0.8020397312437357,0.0,0.0,0.0
pseudop_nc_2_n4_3_n8_1_skip1,"[4, 4, 4, 4, 8]",4,1541,64.0,2,1,0.085495608796676,0.14707189798355103,0.1133981067687273,0.754133756373351,0.8800909482476152,0.8253316151411638,0.8633829290239511,0.7464147157759059,0.8030665598526509,0.0,0.0,0.0
pseudop_nc_2_n4_3_n8_1_skip0,"[4, 4, 4, 4, 8]",4,1349,64.0,2,0,0.11141670321424803,0.14164001494646072,0.12782778218388557,0.7335657909399613,0.8364165246005435,0.8026427341884406,0.8072604357019283,0.7194658755094203,0.7691573539318016,0.0,0.0,0.0
pseudop_nc_2_n4_2_n8_1_skip1,"[4, 4, 4, 8]",3,1253,128.0,2,1,0.09667767360806465,0.1443838384002447,0.12743590027093887,0.751854484282606,0.8708961663821161,0.8158101697258717,0.8488403543410634,0.7325897750458747,0.7837489256953187,0.0,0.0,0.0
pseudop_nc_2_n4_2_n8_1_skip0,"[4, 4, 4, 8]",3,1109,128.0,2,0,0.12547535300254822,0.16631407663226128,0.13585030660033226,0.6826026430408081,0.8014524988938039,0.7777497603166352,0.7700636635190959,0.6650165856138057,0.7423251452092497,0.0,0.0,0.0
pseudop_nc_2_n4_1_n8_1_skip1,"[4, 4, 8]",2,965,256.0,2,1,0.10163050442934037,0.15839838981628418,0.1441703960299492,0.7175147469495898,0.854521194033195,0.7670650875790099,0.8322791226427602,0.7011870766430718,0.7352407458210162,0.0,0.0,0.0
pseudop_nc_2_n4_1_n8_1_skip0,"[4, 4, 8]",2,869,256.0,2,0,0.12082127183675766,0.167546596378088,0.15456298366189003,0.6989479241909686,0.8206739261592945,0.7509110618947183,0.7885159316554129,0.6756221918865131,0.7015396149455315,0.0,0.0,0.0
pseudop_nc_2_n4_0_n8_1_skip1,"[4, 8]",1,677,512.0,2,1,0.11357941056291262,0.15951156616210938,0.14241211861371994,0.7214906199324925,0.8362616907619597,0.7800399006543217,0.8083717527568274,0.695144510156593,0.7433239781656755,0.0,0.0,0.0
pseudop_nc_2_n4_0_n8_1_skip0,"[4, 8]",1,629,512.0,2,0,0.11882249365250269,0.15675979480147362,0.15062519162893295,0.7290918561075808,0.8300460602580209,0.771085088550806,0.7991400302615261,0.7086699760894233,0.7264029203315339,0.0,0.0,0.0
pseudop_nc_2_n4_3_n8_0_skip1,"[4, 4, 4, 4]",3,989,64.0,2,1,0.09835226684808732,0.1460946761071682,0.12990574538707733,0.7444710742593217,0.8594974549449467,0.7987893994368351,0.8370091938229655,0.7290253666411091,0.7669459832841538,0.0,0.0,0.0
pseudop_nc_2_n4_3_n8_0_skip0,"[4, 4, 4, 4]",3,845,64.0,2,0,0.14212787399689356,0.17151911929249763,0.16709529608488083,0.6584563084994325,0.7767992855423499,0.7176842706554212,0.7336155804515005,0.6250570759536604,0.6603494308402316,0.0,0.0,0.0
pseudop_nc_2_n4_2_n8_0_skip1,"[4, 4, 4]",2,701,128.0,2,1,0.10308382660150528,0.14894617348909378,0.13157022558152676,0.7401589276350704,0.853005282108956,0.7844975585310808,0.8291531610716104,0.7264774649480682,0.7593114254980937,0.0,0.0,0.0
pseudop_nc_2_n4_2_n8_0_skip0,"[4, 4, 4]",2,605,128.0,2,0,0.1336276705066363,0.16943145915865898,0.16599556058645248,0.6936633101748857,0.7974546730558834,0.7227584259059523,0.7613471619106087,0.6706083309210802,0.678571678166223,0.0,0.0,0.0
pseudop_nc_2_n4_1_n8_0_skip1,"[4, 4]",1,413,256.0,2,1,0.12464255963762601,0.16118191927671432,0.14887502416968346,0.7149610943405756,0.8203126733609479,0.7573233813461923,0.787518022432017,0.6913735222044048,0.71774181797875,0.0,0.0,0.0
pseudop_nc_2_n4_1_n8_0_skip0,"[4, 4]",1,365,256.0,2,0,0.14129635095596313,0.16567659378051758,0.16008323431015015,0.6968800557208015,0.7889493063297806,0.7376085733520727,0.7522232132644755,0.6727572688737633,0.696670432229794,0.0,0.0,0.0
pseudop_nc_2_n4_0_n8_0_skip1,[4],0,125,512.0,2,1,0.15722251286109287,0.17076649889349937,0.17092124000191689,0.6738469345576525,0.7572389174121689,0.6882893817953478,0.7164113950744527,0.6605116724519515,0.6523420553502547,0.0,0.0,0.0
pseudop_nc_2_n4_0_n8_0_skip0,[4],0,125,512.0,2,0,0.15722251286109287,0.17076649889349937,0.17092124000191689,0.6738469345576525,0.7572389174121689,0.6882893817953478,0.7164113950744527,0.6605116724519515,0.6523420553502547,0.0,0.0,0.0
pseudop_nc_1_n4_3_n8_1_skip1,"[4, 4, 4, 4, 8]",4,845,64.0,1,1,0.11652163217465082,0.14962179213762283,0.13418910652399063,0.7352801382277303,0.8580508879085916,0.8152538266229206,0.8307000393398754,0.7109877323434487,0.7849612440062558,0.0,0.0,0.0
pseudop_nc_1_n4_3_n8_1_skip0,"[4, 4, 4, 4, 8]",4,653,64.0,1,0,0.15078773647546767,0.16605443134903908,0.14670459926128387,0.698553204540133,0.7898027776716408,0.7966620383658023,0.7335665837117874,0.6463907966964471,0.742920556901788,0.0,0.0,0.0
pseudop_nc_1_n4_2_n8_1_skip1,"[4, 4, 4, 8]",3,677,128.0,1,1,0.1028751440346241,0.15230346843600273,0.153622817248106,0.7268699272488486,0.8528835818929442,0.7500854890867518,0.8311316195982031,0.723352695486075,0.7277665449868366,0.0,0.0,0.0
pseudop_nc_1_n4_2_n8_1_skip0,"[4, 4, 4, 8]",3,533,128.0,1,0,0.14562011510133743,0.17884297668933868,0.16630902141332626,0.6606538116578876,0.7716047858040312,0.7342396922496889,0.7188925672786871,0.6105541782975035,0.6658154866144943,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_1_skip1,"[4, 4, 8]",2,509,256.0,1,1,0.11474868257840475,0.15753309801220894,0.14225301519036293,0.7123653963344256,0.8318044253255026,0.7722222889362074,0.8046774354536484,0.6974943074297447,0.7376611391425072,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_1_skip0,"[4, 4, 8]",2,413,256.0,1,0,0.13549122512340545,0.16450249403715134,0.15033508464694023,0.7087260934137628,0.7920281582025818,0.7494019508992975,0.754674195779942,0.6795603678107682,0.7172722274074816,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_1_skip1,"[4, 8]",1,341,512.0,1,1,0.13301474650700887,0.17357080429792404,0.16627273708581924,0.6971886298918056,0.8015184131011799,0.6912662257490371,0.769444862207741,0.6752857789666691,0.6578655418657051,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_1_skip0,"[4, 8]",1,293,512.0,1,0,0.1373330056667328,0.17189846560359,0.156033955514431,0.6885031855786571,0.7967439508534443,0.7394394176759249,0.7599147734841527,0.658918345384612,0.6991549755503677,0.0,0.0,0.0
pseudop_nc_1_n4_3_n8_0_skip1,"[4, 4, 4, 4]",3,569,64.0,1,1,0.10732217530409495,0.14708909578621387,0.13205968961119652,0.7368977741708129,0.844294947987358,0.7885707915792151,0.8184082799708347,0.7203636311008073,0.760742803641062,0.0,0.0,0.0
pseudop_nc_1_n4_3_n8_0_skip0,"[4, 4, 4, 4]",3,425,64.0,1,0,0.15332759271065394,0.18160977959632874,0.16953111439943314,0.675735470762936,0.7571625663688367,0.6960691265884478,0.7082161742763035,0.6173163276088179,0.6525071740989407,0.0,0.0,0.0
pseudop_nc_1_n4_2_n8_0_skip1,"[4, 4, 4]",2,401,128.0,1,1,0.12065348302324613,0.15184097737073898,0.14807891473174095,0.7255370497551462,0.8215481991039607,0.7644970870438232,0.7927689674708672,0.7094816200411105,0.7305168462113135,0.0,0.0,0.0
pseudop_nc_1_n4_2_n8_0_skip0,"[4, 4, 4]",2,305,128.0,1,0,0.13709381967782974,0.16849112510681152,0.14873042702674866,0.6887956246714242,0.7863041408181694,0.7538934154406807,0.7499010187091523,0.6691441359872319,0.7189072850144047,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_0_skip1,"[4, 4]",1,233,256.0,1,1,0.14232871780792872,0.16406085714697838,0.15410904586315155,0.7136232608105983,0.799411022472836,0.764523008324809,0.7590525280487576,0.6759925930988919,0.7234755000261663,0.0,0.0,0.0
pseudop_nc_1_n4_1_n8_0_skip0,"[4, 4]",1,185,256.0,1,0,0.14745734284321468,0.1696821041405201,0.1544453650712967,0.703733967740732,0.7802669864125579,0.7503389796748078,0.7355845362081286,0.6655808384917248,0.7111901363405339,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_0_skip1,[4],0,65,512.0,1,1,0.1695592537522316,0.17558640241622925,0.1758992001414299,0.662684927030754,0.7372608176800445,0.7003559061927972,0.6823467530959524,0.6305769746060803,0.6562641560910525,0.0,0.0,0.0
pseudop_nc_1_n4_0_n8_0_skip0,[4],0,65,512.0,1,0,0.1695592537522316,0.17558640241622925,0.1758992001414299,0.662684927030754,0.7372608176800445,0.7003559061927972,0.6823467530959524,0.6305769746060803,0.6562641560910525,0.0,0.0,0.0
